Num of Spin	LeftCredit	Line	BetPerLine	TotalAmount	TotalHit	TotalCoinIn	TotalCoinOut	Hit Rate	PayBack	BaseGame Hit	BaseGame TotalWin	BaseGame Hit Rate	BaseGame PayBack	BaseGame TopAward	BaseGame TopAward ReelsStop	BaseGame TopAward Type	Freespin Total Hit	Freespin Total Win	FreeSpin Total Hit Rate	FreeSpin Total PayBack	Feespin Total Times	Freespin TopAward	FS TopAward ReelsStop	FS TopAward Type	screen Max Award	screen Max Award Hit	Bonus Total Hit	Bonus Total Win	Bonus Total Hit Rate	Bonus Total Payback	Base Mystery Mul1 Hit	Base Mystery Mul2 Hit	Base Mystery Mul3 Hit	Base Mystery Mul4 Hit	Base Mystery Mul5 Hit	Base Mystery Mul6 Hit	Base Mystery Mul7 Hit	Base Mystery Mul8 Hit	Fs Inc Mul1 Times	Fs Inc Mul2 Times	Fs Inc Mul3 Times	Fs Inc Mul4 Times	Fs Inc Mul5 Times	Fs Inc Mul6 Times	Fs Inc Mul7 Times	Fs Inc Mul1 Hit	Fs Inc Mul2 Hit	Fs Inc Mul3 Hit	Fs Inc Mul4 Hit	Fs Inc Mul5 Hit	Fs Inc Mul6 Hit	Fs Inc Mul7 Hit	Fs Inc Mul1 Win	Fs Inc Mul2 Win	Fs Inc Mul3 Win	Fs Inc Mul4 Win	Fs Inc Mul5 Win	Fs Inc Mul6 Win	Fs Inc Mul7 Win	Pay6	Pay6Hit	Pay6PayOut	Pay10	Pay10Hit	Pay10PayOut	Pay20	Pay20Hit	Pay20PayOut	Pay30	Pay30Hit	Pay30PayOut	Pay40	Pay40Hit	Pay40PayOut	Pay50	Pay50Hit	Pay50PayOut	Pay60	Pay60Hit	Pay60PayOut	Pay80	Pay80Hit	Pay80PayOut	Pay100	Pay100Hit	Pay100PayOut	Pay120	Pay120Hit	Pay120PayOut	Pay160	Pay160Hit	Pay160PayOut	Pay200	Pay200Hit	Pay200PayOut	Pay400	Pay400Hit	Pay400PayOut	Pay500	Pay500Hit	Pay500PayOut	Pay1000	Pay1000Hit	Pay1000PayOut	
877000	9996813882	88	1	0.0	191010	77176000	7.3989882E7	0.2177993158494869	0.958716207111019	191023	48265798	0.21781413911060432	0.6253990618845237	14420	45 18 35 0 93	Base Normal	2547	13042932	0.002904218928164196	0.16900243599046336	23424	20510	70 94 70 57 3	FS	52976.0	1	2509	12681152	0.0028608893956670466	0.16431470923603192	567952	129368	52851	35176	30494	26103	21844	13212	5390	4979	4429	3228	2038	1118	2242	2441	2346	2037	1512	930	525	1050	1395688	1941870	2358208	2128680	1717476	1073058	2427952	6	52880	614508	10	156050	3028920	20	204800	7922780	30	51041	2960280	40	173617	13382280	50	45406	4386750	60	6068	713700	80	14952	2324720	100	52192	10005600	120	1092	259920	160	2756	830240	200	4093	1564400	400	333	271200	500	1	500	1000	0	0	
878000	9996790086	88	1	0.0	191224	77264000	7.4054086E7	0.21779498861047836	0.9584552443570097	191238	48315166	0.2178109339407745	0.6253257144336302	14420	45 18 35 0 93	Base Normal	2550	13051432	0.0029043280182232344	0.1689199627252019	23456	20510	70 94 70 57 3	FS	52976.0	1	2510	12687488	0.0028587699316628703	0.16420956719817767	568607	129525	52905	35215	30525	26134	21864	13225	5402	4985	4431	3230	2039	1119	2250	2443	2346	2038	1513	931	526	1052	1396988	1941870	2361808	2128780	1718856	1073898	2429232	6	52934	614976	10	156196	3031470	20	205093	7933320	30	51089	2963760	40	173814	13397640	50	45462	4391200	60	6073	714300	80	14964	2325680	100	52245	10016400	120	1092	259920	160	2757	830400	200	4093	1564400	400	333	271200	500	1	500	1000	0	0	
879000	9996759190	88	1	0.0	191427	77352000	7.411119E7	0.21777815699658704	0.9581030871858517	191441	48360682	0.21779408418657564	0.6252027355465922	14420	45 18 35 0 93	Base Normal	2551	13052460	0.0029021615472127416	0.16874107973937325	23464	20510	70 94 70 57 3	FS	52976.0	1	2512	12698048	0.0028577929465301477	0.16415927189988624	569273	129658	52972	35249	30566	26161	21885	13236	5404	4989	4433	3230	2039	1119	2250	2444	2347	2039	1513	931	526	1052	1397128	1942110	2362456	2128780	1718856	1073898	2429232	6	53003	615822	10	156383	3035720	20	205348	7942220	30	51126	2965410	40	173975	13408120	50	45511	4395850	60	6084	714960	80	14978	2327760	100	52297	10024200	120	1094	260160	160	2758	831360	200	4100	1566200	400	335	272400	500	1	500	1000	0	0	
880000	9996758378	88	1	0.0	191645	77440000	7.4198378E7	0.2177784090909091	0.9581402117768595	191659	48403706	0.2177943181818182	0.6250478564049586	14420	45 18 35 0 93	Base Normal	2556	13085536	0.0029045454545454544	0.16897644628099173	23512	20510	70 94 70 57 3	FS	52976.0	1	2515	12709136	0.0028579545454545455	0.1641159090909091	569919	129810	53034	35297	30601	26184	21912	13243	5410	5003	4444	3235	2043	1120	2257	2448	2352	2044	1516	934	527	1056	1399332	1945230	2370368	2133080	1728936	1074318	2434272	6	53071	616356	10	156532	3037890	20	205626	7952940	30	51196	2969040	40	174157	13418440	50	45543	4398300	60	6090	715320	80	14999	2330480	100	52345	10032800	120	1094	260160	160	2761	832480	200	4102	1566600	400	335	272400	500	1	500	1000	0	0	
881000	9996744392	88	1	30.0	191882	77528000	7.4272392E7	0.21780022701475596	0.958007326385306	191896	48459530	0.2178161180476731	0.6250584305025281	14420	45 18 35 0 93	Base Normal	2559	13093166	0.002904653802497162	0.16888306160354968	23544	20510	70 94 70 57 3	FS	52976.0	1	2518	12719696	0.0028581157775255392	0.16406583427922816	570558	129963	53084	35343	30639	26218	21937	13258	5420	5007	4451	3238	2045	1126	2257	2451	2355	2046	1516	935	527	1056	1400516	1945536	2374408	2133080	1731036	1074318	2434272	6	53150	617610	10	156755	3042470	20	205854	7961660	30	51258	2972880	40	174352	13434920	50	45593	4402150	60	6100	716100	80	15008	2332320	100	52406	10045000	120	1096	260400	160	2764	833120	200	4105	1568000	400	335	272400	500	1	500	1000	0	0	
882000	9996722240	88	1	0.0	192094	77616000	7.433824E7	0.2177936507936508	0.9577695320552463	192108	48506062	0.21780952380952381	0.6249492630385488	14420	45 18 35 0 93	Base Normal	2561	13096906	0.002903628117913832	0.16873977015048444	23560	20510	70 94 70 57 3	FS	52976.0	1	2522	12735272	0.0028594104308390022	0.16408049886621315	571211	130101	53152	35382	30675	26248	21966	13265	5429	5010	4452	3241	2045	1126	2257	2453	2357	2047	1516	935	527	1056	1402336	1946856	2375008	2133080	1731036	1074318	2434272	6	53205	618372	10	156933	3045980	20	206084	7969200	30	51317	2976540	40	174547	13446720	50	45657	4408050	60	6108	716760	80	15021	2334800	100	52441	10052500	120	1097	260520	160	2767	834720	200	4108	1568600	400	336	272800	500	1	500	1000	0	0	
883000	9996715268	88	1	0.0	192299	77704000	7.4419268E7	0.21777916194790486	0.9577276330690827	192313	48547582	0.21779501698754247	0.6247758416555133	14420	45 18 35 0 93	Base Normal	2564	13118462	0.0029037372593431485	0.1688260835992999	23584	20510	70 94 70 57 3	FS	52976.0	1	2526	12753224	0.0028607021517553792	0.16412570781426952	571867	130261	53214	35413	30704	26266	21985	13290	5436	5013	4455	3245	2049	1127	2259	2456	2360	2050	1519	937	528	1057	1404436	1950702	2377696	2134030	1733532	1083474	2434592	6	53249	618942	10	157111	3049110	20	206314	7976980	30	51392	2979810	40	174709	13458320	50	45719	4413400	60	6127	718140	80	15028	2335920	100	52460	10057700	120	1101	261000	160	2771	836160	200	4109	1568800	400	336	272800	500	1	500	1000	0	0	
884000	9996696776	88	1	0.0	192526	77792000	7.4488776E7	0.217789592760181	0.9575377416700946	192540	48599134	0.21780542986425339	0.624731771904566	14420	45 18 35 0 93	Base Normal	2567	13130610	0.002903846153846154	0.16879126388317564	23608	20510	70 94 70 57 3	FS	52976.0	1	2528	12759032	0.00285972850678733	0.16401470588235295	572505	130405	53282	35457	30733	26299	22010	13309	5442	5020	4459	3250	2050	1128	2259	2459	2363	2053	1520	938	528	1057	1405852	1952712	2381968	2134160	1737852	1083474	2434592	6	53317	619704	10	157293	3052940	20	206608	7987820	30	51442	2982060	40	174887	13472080	50	45761	4417650	60	6133	718560	80	15044	2338160	100	52505	10068100	120	1103	261240	160	2773	837120	200	4113	1570400	400	336	272800	500	1	500	1000	0	0	
885000	9996703022	88	1	0.0	192744	77880000	7.4583022E7	0.21778983050847459	0.9576659219311762	192758	48644866	0.21780564971751412	0.6246130713918849	14420	45 18 35 0 93	Base Normal	2574	13171204	0.0029084745762711865	0.16912177709296353	23672	20510	70 94 70 57 3	FS	52976.0	1	2529	12766952	0.002857627118644068	0.16393107344632768	573163	130545	53339	35497	30775	26322	22039	13320	5456	5035	4471	3260	2058	1129	2263	2466	2369	2057	1524	940	529	1060	1408560	1961226	2390800	2139060	1741272	1084174	2446112	6	53388	620496	10	157470	3056160	20	206884	7997980	30	51496	2984910	40	175046	13482880	50	45785	4420500	60	6141	719160	80	15054	2340160	100	52561	10077400	120	1104	261360	160	2776	837760	200	4120	1572800	400	336	272800	500	1	500	1000	0	0	
886000	9996684046	88	1	0.0	192963	77968000	7.4652046E7	0.21779119638826186	0.9574703211573979	192977	48700788	0.21780699774266365	0.6246253334701416	14420	45 18 35 0 93	Base Normal	2577	13179906	0.0029085778781038373	0.16904250461727888	23696	20510	70 94 70 57 3	FS	52976.0	1	2530	12771352	0.002855530474040632	0.16380248306997744	573818	130689	53384	35538	30818	26348	22071	13334	5461	5041	4481	3262	2059	1129	2263	2469	2372	2060	1525	941	529	1060	1409124	1961514	2393120	2144110	1741752	1084174	2446112	6	53424	620988	10	157712	3059950	20	207089	8005260	30	51566	2987880	40	175207	13495640	50	45836	4427150	60	6148	719580	80	15068	2342400	100	52617	10088200	120	1104	261360	160	2786	841280	200	4125	1577400	400	337	273200	500	1	500	1000	0	0	
887000	9996675296	88	1	100.0	193169	78056000	7.4731296E7	0.21777790304396843	0.9574061699292815	193183	48755310	0.21779368658399098	0.6246196320590346	14420	45 18 35 0 93	Base Normal	2579	13192138	0.002907553551296505	0.16900863482627856	23712	20510	70 94 70 57 3	FS	52976.0	1	2533	12783848	0.002855693348365276	0.16377790304396844	574473	130828	53446	35574	30847	26381	22099	13352	5467	5046	4482	3265	2060	1129	2263	2471	2373	2061	1526	942	529	1060	1413976	1964994	2393720	2145610	1743552	1084174	2446112	6	53488	621570	10	157840	3063070	20	207363	8015860	30	51607	2990010	40	175377	13511280	50	45883	4434600	60	6161	721140	80	15080	2344960	100	52664	10098400	120	1106	261840	160	2786	841280	200	4126	1577600	400	337	273200	500	1	500	1000	0	0	
888000	9996672286	88	1	60.0	193382	78144000	7.4816286E7	0.21777252252252252	0.9574156173218673	193396	48802400	0.21778828828828828	0.624518837018837	14420	45 18 35 0 93	Base Normal	2581	13201350	0.0029065315315315314	0.16893619471744473	23736	20510	70 94 70 57 3	FS	52976.0	1	2537	12812536	0.002856981981981982	0.16396058558558557	575144	130966	53510	35607	30885	26408	22118	13362	5469	5049	4486	3268	2063	1132	2269	2473	2375	2063	1527	943	530	1062	1415900	1965834	2395200	2145910	1746648	1084818	2447040	6	53538	622350	10	158047	3065760	20	207551	8023020	30	51659	2991960	40	175571	13522720	50	45942	4438450	60	6162	721260	80	15093	2346800	100	52751	10114300	120	1108	262080	160	2788	841600	200	4130	1578400	400	337	273200	500	1	500	1000	0	0	
889000	9996735520	88	1	0.0	193619	78232000	7.496752E7	0.2177941507311586	0.9582718069332242	193633	48858798	0.21780989876265466	0.624537248184886	14420	45 18 35 0 93	Base Normal	2584	13230362	0.002906636670416198	0.16911701094181408	23768	20510	70 94 70 57 3	FS	52976.0	1	2550	12878360	0.0028683914510686166	0.16461754780652418	575799	131118	53563	35647	30916	26440	22140	13377	5474	5054	4490	3273	2067	1135	2275	2476	2377	2066	1530	945	531	1066	1422348	1966260	2398992	2149880	1748508	1092518	2451856	6	53609	623058	10	158208	3068750	20	207825	8035540	30	51717	2996370	40	175800	13541960	50	46003	4444000	60	6170	722700	80	15104	2348000	100	52805	10121800	120	1110	262440	160	2791	842080	200	4130	1578400	400	337	273200	500	1	500	1000	0	0	
890000	9996714620	88	1	0.0	193840	78320000	7.503462E7	0.21779775280898878	0.9580518386108273	193854	48913430	0.2178134831460674	0.6245330694586313	14420	45 18 35 0 93	Base Normal	2586	13232622	0.00290561797752809	0.1689558478038815	23784	20510	70 94 70 57 3	FS	52976.0	1	2552	12888568	0.0028674157303370785	0.1645629213483146	576426	131285	53613	35688	30958	26478	22160	13392	5479	5056	4495	3277	2067	1135	2275	2478	2379	2067	1530	945	531	1066	1422488	1968060	2399312	2149880	1748508	1092518	2451856	6	53682	623940	10	158409	3072940	20	208107	8044880	30	51766	2999250	40	175992	13556480	50	46037	4446900	60	6172	723000	80	15124	2351280	100	52871	10135700	120	1111	263040	160	2795	842720	200	4134	1579200	400	338	273600	500	1	500	1000	0	0	
891000	9996725320	88	1	0.0	194069	78408000	7.513332E7	0.21781032547699214	0.9582353841444751	194083	48964082	0.2178260381593715	0.6244781399857158	14420	45 18 35 0 93	Base Normal	2586	13232622	0.0029023569023569023	0.16876622283440465	23784	20510	70 94 70 57 3	FS	52976.0	1	2560	12936616	0.00287317620650954	0.16499102132435467	577054	131451	53675	35724	30990	26508	22191	13407	5479	5056	4495	3277	2067	1135	2275	2478	2379	2067	1530	945	531	1066	1422488	1968060	2399312	2149880	1748508	1092518	2451856	6	53709	624222	10	158582	3076010	20	208401	8055520	30	51831	3002790	40	176208	13570080	50	46083	4449600	60	6176	723840	80	15141	2353840	100	52944	10144800	120	1112	263160	160	2797	843520	200	4144	1581400	400	340	274800	500	1	500	1000	0	0	
892000	9996711288	88	1	0.0	194276	78496000	7.5207288E7	0.2177982062780269	0.9581034447615165	194290	49017826	0.21781390134529147	0.6244627242152466	14420	45 18 35 0 93	Base Normal	2588	13247038	0.002901345291479821	0.16876067570322054	23800	20510	70 94 70 57 3	FS	52976.0	1	2561	12942424	0.0028710762331838565	0.16488004484304933	577709	131586	53740	35761	31019	26548	22213	13424	5482	5059	4497	3281	2069	1136	2276	2480	2381	2069	1532	946	532	1067	1427480	1969140	2402120	2151630	1748748	1093568	2454352	6	53784	624936	10	158747	3080000	20	208659	8066280	30	51881	3006150	40	176358	13584080	50	46103	4451100	60	6183	724920	80	15161	2357040	100	52998	10158700	120	1112	263160	160	2801	844160	200	4145	1582000	400	340	274800	500	1	500	1000	0	0	
893000	9996706840	88	1	0.0	194499	78584000	7.529084E7	0.2178040313549832	0.9580937595439275	194513	49076422	0.21781970884658455	0.6245090858189962	14420	45 18 35 0 93	Base Normal	2591	13266186	0.0029014557670772674	0.16881535681563678	23832	20510	70 94 70 57 3	FS	52976.0	1	2562	12948232	0.0028689809630459127	0.1647693169092945	578346	131748	53796	35807	31059	26569	22234	13441	5486	5069	4500	3285	2071	1138	2283	2483	2384	2072	1534	946	533	1070	1429564	1971204	2404080	2152790	1748748	1097768	2462032	6	53855	625602	10	158948	3084810	20	208884	8075920	30	51939	3009570	40	176562	13600280	50	46155	4455500	60	6190	726060	80	15171	2359920	100	53041	10168300	120	1114	263520	160	2804	844640	200	4151	1587000	400	340	274800	500	1	500	1000	0	0	
894000	9996686180	88	1	0.0	194713	78672000	7.535818E7	0.21779977628635347	0.9578780252186292	194727	49125174	0.21781543624161073	0.624430216595485	14420	45 18 35 0 93	Base Normal	2594	13284774	0.002901565995525727	0.16886279743746185	23856	20510	70 94 70 57 3	FS	52976.0	1	2562	12948232	0.002865771812080537	0.16458501118568233	578969	131908	53860	35853	31101	26602	22252	13455	5492	5073	4507	3287	2074	1139	2284	2486	2387	2074	1536	947	534	1071	1430272	1973664	2407360	2153990	1758048	1098608	2462832	6	53916	626514	10	159171	3089640	20	209128	8085360	30	52008	3013650	40	176680	13611520	50	46196	4458950	60	6196	726660	80	15181	2362480	100	53112	10177100	120	1116	263760	160	2805	845440	200	4160	1588800	400	340	274800	500	1	500	1000	0	0	
895000	9996700054	88	1	4752.0	194948	78760000	7.5460054E7	0.21781899441340782	0.9581012442864398	194962	49187598	0.2178346368715084	0.6245251142712036	14420	45 18 35 0 93	Base Normal	2596	13289816	0.002900558659217877	0.1687381411884205	23872	20510	70 94 70 57 3	FS	52976.0	1	2568	12982640	0.00286927374301676	0.16483798882681563	579618	132057	53924	35891	31142	26630	22269	13469	5499	5076	4509	3288	2076	1140	2284	2488	2389	2076	1537	948	535	1071	1430752	1974396	2409600	2154050	1758948	1099238	2462832	6	54000	627378	10	159363	3093320	20	209380	8095220	30	52074	3018120	40	176850	13625680	50	46254	4463100	60	6203	727500	80	15197	2365040	100	53221	10194100	120	1120	264240	160	2806	845600	200	4173	1593000	400	340	274800	500	1	500	1000	0	0	
896000	9996675600	88	1	20.0	195152	78848000	7.55236E7	0.21780357142857143	0.9578378652597402	195166	49237788	0.21781919642857142	0.6244646408279221	14420	45 18 35 0 93	Base Normal	2599	13296836	0.0029006696428571428	0.16863884943181817	23896	20510	70 94 70 57 3	FS	52976.0	1	2569	12988976	0.0028671875	0.164734375	580276	132204	53978	35922	31183	26664	22295	13478	5505	5082	4514	3291	2080	1140	2284	2491	2392	2079	1540	949	535	1071	1432152	1974756	2410120	2158310	1759428	1099238	2462832	6	54056	628368	10	159542	3097340	20	209613	8104520	30	52125	3021330	40	177038	13637840	50	46273	4465250	60	6211	727980	80	15215	2366960	100	53280	10205900	120	1120	264240	160	2810	846560	200	4185	1595800	400	341	275200	500	1	500	1000	0	0	
897000	9996661848	88	1	0.0	195377	78936000	7.5597848E7	0.21781159420289856	0.9577106516671734	195391	49291758	0.21782720178372353	0.6244521891152326	14420	45 18 35 0 93	Base Normal	2601	13300746	0.002899665551839465	0.1685003800547279	23912	20510	70 94 70 57 3	FS	52976.0	1	2572	13005344	0.002867335562987737	0.16475808249721294	580930	132358	54034	35961	31221	26694	22315	13487	5507	5088	4518	3292	2083	1140	2284	2493	2394	2081	1541	949	535	1071	1433012	1975986	2411840	2158410	1759428	1099238	2462832	6	54094	628908	10	159752	3100920	20	209874	8115060	30	52179	3023700	40	177245	13655600	50	46306	4468050	60	6214	728340	80	15242	2369840	100	53325	10215200	120	1120	264240	160	2815	848000	200	4190	1598200	400	341	275200	500	1	500	1000	0	0	
898000	9996677228	88	1	0.0	195580	79024000	7.5701228E7	0.21779510022271714	0.9579523689005872	195594	49347970	0.2178106904231626	0.6244681362624013	14420	45 18 35 0 93	Base Normal	2605	13319930	0.002900890868596882	0.16855550212593642	23944	20510	70 94 70 57 3	FS	52976.0	1	2576	13033328	0.002868596881959911	0.16492873051224943	581573	132502	54098	36005	31251	26725	22341	13505	5512	5097	4526	3299	2085	1141	2284	2497	2398	2085	1544	950	536	1071	1434888	1982334	2415040	2163860	1759848	1101128	2462832	6	54133	629400	10	159919	3104250	20	210089	8123540	30	52241	3028830	40	177421	13668440	50	46338	4470650	60	6217	728760	80	15256	2372560	100	53398	10232400	120	1120	264240	160	2819	848800	200	4199	1600000	400	342	275600	500	1	500	1000	0	0	
899000	9996674224	88	1	30.0	195793	79112000	7.5786224E7	0.21778976640711903	0.9579611689756294	195807	49397902	0.21780533926585094	0.6244046668014966	14420	45 18 35 0 93	Base Normal	2607	13334050	0.0028998887652947718	0.16854649105066236	23960	20510	70 94 70 57 3	FS	52976.0	1	2579	13054272	0.0028687430478309232	0.16501001112347052	582226	132654	54153	36053	31276	26747	22365	13526	5517	5099	4529	3301	2088	1142	2284	2499	2400	2087	1546	951	536	1071	1435568	1986354	2420520	2165460	1762188	1101128	2462832	6	54173	629832	10	160074	3107430	20	210325	8133160	30	52292	3030450	40	177633	13684200	50	46389	4476450	60	6221	729000	80	15285	2377040	100	53448	10239800	120	1120	264240	160	2819	848800	200	4204	1601000	400	343	276000	500	1	500	1000	0	0	
900000	9996694864	88	1	0.0	196010	79200000	7.5894864E7	0.2177888888888889	0.9582684848484848	196024	49458084	0.21780444444444444	0.6244707575757575	14420	45 18 35 0 93	Base Normal	2610	13366404	0.0029	0.16876772727272726	24008	20510	70 94 70 57 3	FS	52976.0	1	2582	13070376	0.0028688888888888887	0.16503	582914	132764	54202	36095	31318	26777	22387	13543	5521	5102	4536	3308	2090	1147	2304	2502	2403	2089	1548	952	536	1081	1436348	1993680	2421920	2169060	1762332	1101128	2481936	6	54224	630594	10	160229	3110810	20	210554	8141520	30	52339	3033390	40	177855	13700520	50	46442	4483150	60	6224	729240	80	15314	2381760	100	53507	10255400	120	1120	264240	160	2820	848960	200	4208	1602000	400	343	276000	500	1	500	1000	0	0	
901000	9996682670	88	1	80.0	196249	79288000	7.597067E7	0.21781243063263042	0.9581610079709414	196263	49511670	0.21782796892341844	0.6244535112501262	14420	45 18 35 0 93	Base Normal	2612	13376304	0.0028990011098779136	0.1687052769649884	24024	20510	70 94 70 57 3	FS	52976.0	1	2585	13082696	0.0028690344062153165	0.16500221975582685	583565	132907	54257	36138	31350	26812	22409	13562	5524	5110	4541	3308	2090	1147	2304	2504	2405	2091	1548	952	536	1081	1438888	1997280	2425680	2169060	1762332	1101128	2481936	6	54288	631260	10	160449	3115540	20	210835	8153100	30	52401	3037590	40	178021	13710840	50	46474	4485100	60	6228	730200	80	15325	2383440	100	53569	10270100	120	1121	264360	160	2822	850240	200	4215	1603400	400	343	276000	500	1	500	1000	0	0	
902000	9996663138	88	1	90.0	196471	79376000	7.6039138E7	0.2178170731707317	0.9579613233219109	196485	49557846	0.21783259423503326	0.6243429500100787	14420	45 18 35 0 93	Base Normal	2613	13380732	0.0028968957871396894	0.16857402741382785	24032	20510	70 94 70 57 3	FS	52976.0	1	2589	13100560	0.002870288248337029	0.16504434589800443	584190	133070	54314	36186	31385	26835	22434	13586	5525	5111	4543	3309	2092	1148	2304	2505	2406	2092	1549	953	536	1081	1438936	1997760	2427320	2169460	1764192	1101128	2481936	6	54356	632046	10	160592	3118370	20	211069	8161740	30	52493	3041550	40	178221	13723760	50	46522	4489100	60	6239	731100	80	15339	2387040	100	53624	10276600	120	1123	264600	160	2825	851840	200	4216	1603600	400	343	276000	500	1	500	1000	0	0	
903000	9996661886	88	1	0.0	196699	79464000	7.6125886E7	0.21782834994462902	0.9579921222188664	196713	49606690	0.217843853820598	0.624266208597604	14420	45 18 35 0 93	Base Normal	2616	13393996	0.0028970099667774084	0.16855426356589148	24056	20510	70 94 70 57 3	FS	52976.0	1	2594	13125200	0.0028726467331118494	0.165171650055371	584830	133229	54378	36227	31426	26858	22451	13601	5530	5116	4549	3314	2093	1149	2305	2508	2409	2095	1550	954	537	1081	1441096	2004024	2429440	2170060	1764912	1102528	2481936	6	54438	633030	10	160754	3121660	20	211265	8168700	30	52560	3044880	40	178371	13734760	50	46573	4492700	60	6241	731220	80	15355	2389280	100	53706	10289600	120	1123	264600	160	2827	852160	200	4225	1607200	400	344	276400	500	1	500	1000	0	0	
904000	9996643328	88	1	0.0	196877	79552000	7.6195328E7	0.21778429203539823	0.9578053097345133	196891	49647546	0.21779977876106194	0.6240892246580853	14420	45 18 35 0 93	Base Normal	2620	13411846	0.0028982300884955754	0.16859219127111827	24088	20510	70 94 70 57 3	FS	52976.0	1	2596	13135936	0.0028716814159292035	0.16512389380530973	585492	133374	54429	36263	31457	26890	22476	13619	5535	5124	4556	3321	2098	1149	2305	2512	2413	2099	1553	956	537	1081	1443376	2005194	2434880	2175960	1767972	1102528	2481936	6	54468	633396	10	160906	3123760	20	211466	8177180	30	52583	3046110	40	178499	13747800	50	46613	4495600	60	6247	732240	80	15359	2390480	100	53765	10297400	120	1123	264600	160	2829	852480	200	4233	1608800	400	346	277200	500	1	500	1000	0	0	
